OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown
463,06/20/2021 10:00:00 AM,7044,43927,65880,53085,4237,2350,9520,6325,10953,2847,19823,2044,16631,19299,1351,71105,85414,3005,2620,6049,2180,14648,7716,3686,0
464,06/21/2021 10:00:00 AM,7044,43930,65884,53091,4237,2350,9522,6325,10953,2847,19823,2044,16631,19302,1353,71110,85420,3005,2620,6050,2181,14650,7719,3688,0
465,06/22/2021 10:00:00 AM,7044,43934,65888,53098,4238,2350,9523,6328,10955,2847,19826,2044,16632,19305,1353,71113,85430,3006,2621,6051,2182,14652,7720,3688,0
466,06/23/2021 10:00:00 AM,7050,43940,65902,53097,4240,2350,9524,6330,10957,2847,19828,2044,16635,19307,1353,71119,85437,3006,2622,6053,2182,14653,7720,3691,0
467,06/24/2021 10:00:00 AM,7052,43950,65920,53104,4240,2350,9525,6332,10958,2850,19829,2044,16636,19312,1353,71121,85446,3006,2622,6053,2183,14655,7720,3692,0
468,06/25/2021 10:00:00 AM,7053,43956,65928,53109,4239,2350,9526,6332,10959,2850,19830,2044,16638,19314,1354,71134,85461,3007,2623,6056,2183,14656,7722,3693,0
469,06/26/2021 10:00:00 AM,7053,43958,65927,53124,4239,2351,9526,6334,10959,2850,19830,2044,16646,19317,1354,71141,85477,3009,2623,6056,2184,14657,7725,3694,0
470,06/27/2021 10:00:00 AM,7054,43963,65935,53128,4239,2351,9527,6336,10962,2850,19831,2044,16647,19322,1355,71153,85495,3009,2624,6057,2184,14658,7725,3695,0
471,06/28/2021 10:00:00 AM,7054,43966,65939,53132,4239,2352,9527,6336,10962,2850,19832,2044,16648,19322,1355,71162,85504,3010,2624,6059,2184,14658,7725,3697,0
472,06/29/2021 10:00:00 AM,7054,43967,65943,53133,4239,2352,9527,6340,10963,2851,19833,2044,16650,19324,1355,71171,85509,3010,2624,6060,2184,14660,7727,3697,0
473,06/30/2021 10:00:00 AM,7056,43974,65948,53141,4239,2352,9527,6342,10966,2851,19834,2044,16655,19325,1358,71180,85518,3010,2625,6060,2184,14662,7731,3697,0
474,07/01/2021 10:00:00 AM,7056,43978,65958,53148,4239,2352,9528,6345,10968,2851,19837,2044,16658,19332,1358,71190,85537,3010,2625,6063,2184,14665,7731,3697,0
475,07/02/2021 10:00:00 AM,7057,43986,65966,53146,4240,2352,9528,6351,10970,2851,19841,2045,16661,19338,1361,71209,85556,3010,2625,6065,2184,14668,7732,3697,0
476,07/03/2021 10:00:00 AM,7057,43993,65977,53150,4239,2352,9528,6356,10973,2852,19842,2046,16665,19349,1361,71225,85577,3012,2626,6067,2185,14668,7735,3700,0
477,07/04/2021 10:00:00 AM,7057,43994,65988,53156,4239,2352,9528,6359,10975,2853,19844,2048,16667,19352,1361,71233,85592,3012,2626,6067,2185,14671,7736,3701,0
478,07/05/2021 10:00:00 AM,7057,43998,65990,53162,4239,2352,9528,6359,10976,2853,19849,2048,16668,19352,1361,71243,85600,3012,2626,6067,2185,14671,7737,3701,0
479,07/06/2021 10:00:00 AM,7057,44005,65996,53169,4239,2352,9528,6360,10978,2854,19849,2048,16670,19352,1361,71251,85608,3013,2626,6068,2185,14671,7739,3702,0
480,07/07/2021 10:00:00 AM,7058,44009,66004,53176,4241,2352,9528,6364,10980,2855,19851,2049,16672,19351,1361,71257,85617,3013,2626,6071,2185,14671,7741,3704,0
481,07/08/2021 10:00:00 AM,7059,44022,66018,53185,4241,2352,9528,6367,10981,2855,19856,2049,16675,19360,1361,71268,85635,3013,2626,6076,2185,14673,7743,3707,0
482,07/09/2021 10:00:00 AM,7062,44032,66030,53210,4242,2353,9531,6370,10984,2855,19860,2050,16681,19370,1361,71296,85660,3014,2626,6076,2186,14679,7744,3708,0
483,07/10/2021 10:00:00 AM,7066,44045,66048,53217,4245,2353,9533,6371,10988,2855,19863,2055,16687,19376,1361,71311,85687,3014,2626,6078,2187,14685,7746,3710,0
484,07/11/2021 10:00:00 AM,7067,44056,66059,53228,4245,2354,9534,6374,10989,2856,19865,2055,16689,19378,1361,71321,85701,3014,2626,6082,2187,14686,7749,3710,0
485,07/12/2021 10:00:00 AM,7068,44065,66069,53232,4245,2354,9537,6380,10992,2856,19872,2055,16691,19380,1362,71334,85718,3014,2626,6083,2187,14686,7749,3710,0
486,07/13/2021 10:00:00 AM,7068,44074,66074,53237,4247,2356,9540,6383,10998,2856,19877,2056,16694,19385,1362,71354,85760,3015,2627,6083,2187,14688,7749,3713,0
487,07/14/2021 10:00:00 AM,7071,44082,66088,53242,4247,2357,9545,6388,11004,2857,19882,2056,16696,19390,1361,71369,85781,3015,2627,6088,2187,14690,7751,3713,0
488,07/15/2021 10:00:00 AM,7071,44107,66112,53247,4247,2358,9549,6395,11005,2857,19889,2057,16699,19399,1361,71396,85836,3015,2627,6088,2188,14693,7754,3715,0
489,07/16/2021 10:00:00 AM,7072,44125,66127,53267,4251,2359,9552,6398,11015,2857,19897,2057,16703,19406,1362,71432,85875,3017,2628,6091,2188,14697,7757,3715,0
490,07/17/2021 10:00:00 AM,7076,44158,66149,53277,4252,2359,9556,6399,11020,2858,19903,2058,16710,19413,1362,71462,85921,3017,2628,6093,2189,14698,7757,3716,0
491,07/18/2021 10:00:00 AM,7077,44169,66175,53292,4254,2359,9560,6404,11024,2858,19905,2058,16716,19421,1362,71493,85963,3017,2628,6094,2189,14700,7760,3719,0
492,07/19/2021 10:00:00 AM,7078,44177,66191,53300,4256,2360,9566,6409,11034,2861,19909,2058,16722,19426,1362,71519,85986,3017,2630,6097,2190,14705,7764,3719,0
